,clusters
cg03566513,2
cg03614132,7
cg03621504,7
cg03658236,7
cg03677924,4
cg03998264,7
cg04155231,2
cg04606861,0
cg04671742,4
cg04672622,6
cg04820362,4
cg05060607,2
cg05157098,1
cg05224770,4
cg05233670,7
cg05580141,7
cg05694021,2
cg05697976,7
cg05849676,7
cg05860956,6
cg06161550,2
cg06492796,1
cg06558435,6
cg06826457,4
cg07161061,6
cg07643696,7
cg07866725,6
cg08111661,4
cg08164151,6
cg08261450,4
cg08399444,7
cg08543028,7
cg08922308,6
cg08993878,1
cg09035930,6
cg09143195,2
cg09706122,0
cg09740450,4
cg09802818,7
cg09884851,1
cg10401088,1
cg10456459,7
cg10524576,2
cg10605084,2
cg10610428,4
cg10807894,4
cg10832076,2
cg11130630,2
cg11439695,4
cg11571124,4
cg11649376,1
cg11661914,6
cg11791577,1
cg11808531,2
cg11830800,1
cg11957400,5
cg12866960,7
cg12870014,5
cg12871652,1
cg12878812,0
cg13353550,7
cg13367219,6
cg13699009,2
cg14292522,2
cg14386126,1
cg14829814,2
cg14906510,6
cg15001406,4
cg15027294,2
cg15110296,4
cg15545247,7
cg15693299,4
cg15695155,2
cg15989810,1
cg16267202,5
cg16318311,4
cg16387046,6
cg16399745,4
cg16604658,1
cg16749629,6
cg16788865,7
cg17131837,4
cg17292337,6
cg17306339,4
cg17391672,2
cg17436656,1
cg17817168,2
cg18202741,4
cg18215449,1
cg18473521,5
cg18604939,1
cg18633600,0
cg18700744,4
cg19055828,7
cg19622623,4
cg19848940,2
cg19893439,2
cg20072118,3
cg20188212,6
cg20353489,6
cg20380214,5
cg20495738,1
cg21638533,3
cg21656937,4
cg21685770,7
cg21745586,2
cg21962791,1
cg22168489,2
cg22460123,2
cg22480875,6
cg22742001,7
cg23063825,6
cg23075597,6
cg23174406,2
cg23175533,1
cg23256579,6
cg23368715,1
cg23395688,1
cg23551979,5
cg24437859,4
cg24921858,4
cg25031476,2
cg25828445,6
cg25955126,2
cg26133399,2
cg26244013,4
cg26654770,6
cg26725076,1
cg26955132,7
cg26985711,1
cg26995224,2
cg26996569,4
cg27408285,3
cg27423216,6
cg27428551,7
cg27615582,6
cg27633287,6
cg00465247,1
cg00760872,3
cg00898013,6
cg02100381,4
cg02838877,1
cg02982610,2
cg03272499,6
cg03283486,2
cg03651054,6
cg03853945,1
cg05191839,4
cg05446322,5
cg05757365,6
cg05912299,6
cg06293108,0
cg06340704,4
cg06394460,2
cg06968164,4
cg07780517,6
cg07951201,2
cg08164233,4
cg08381620,6
cg08504583,2
cg08779649,6
cg09823859,6
cg10323433,1
cg10800346,7
cg11703212,7
cg12111714,3
cg12584960,6
cg12603632,2
cg14253596,6
cg14281591,7
cg15011899,3
cg16054985,6
cg16787483,6
cg17494199,2
cg17910899,6
cg18105134,6
cg18391323,6
cg18815647,5
cg18860329,2
cg19023589,7
cg19802138,3
cg20066226,6
cg20116138,6
cg20608895,6
cg20676788,4
cg20749792,4
cg20785336,2
cg20923605,6
cg20956594,7
cg21838488,5
cg21863546,4
cg22535089,7
cg22720431,1
cg22797297,2
cg23115487,1
cg23126342,2
cg23525360,5
cg23681440,1
cg24232444,3
cg24366314,5
cg24674215,1
cg25849642,6
cg26168643,6
cg26169783,4
cg26529044,2
cg26531286,4
cg26772116,6
cg27021512,2
cg27068143,1
cg00741624,0
cg00787180,6
cg00808648,3
cg01208318,5
cg01567771,4
cg01719405,1
cg02112168,7
cg02132667,4
cg02222791,1
cg02946885,1
cg03032497,5
cg03039990,2
cg03047995,5
cg04306507,2
cg04397884,7
cg04706229,4
cg04829830,6
cg04954225,6
cg05053979,2
cg05157625,6
cg05175318,6
cg05313263,2
cg05374809,6
cg05926722,3
cg06572093,6
cg06719445,7
cg06881965,2
cg07157030,6
cg07177395,6
cg07613153,4
cg08130912,3
cg08310116,7
cg09271279,4
cg09388160,6
cg09819656,6
cg10319640,4
cg10528989,4
cg10599444,3
cg12033216,1
cg13062455,7
cg13105904,6
cg13277939,7
cg13589463,7
cg14187687,7
cg14345154,7
cg14836018,1
cg15480367,0
cg15890469,1
cg16288101,1
cg16404157,0
cg16441068,7
cg18106366,1
cg18186343,2
cg18369034,2
cg18427465,1
cg18568335,7
cg18771300,6
cg18906360,4
cg19453093,1
cg19838043,2
cg20306574,6
cg20323874,4
cg21088438,7
cg21126506,4
cg21301148,4
cg21814550,7
cg21862081,4
cg21865751,6
cg22805381,4
cg23251746,1
cg23594345,5
cg23648239,7
cg23902114,2
cg23949782,5
cg24058132,4
cg25576997,7
cg25603108,7
cg26010412,1
cg26146732,6
cg26235748,7
cg26298914,7
cg26400750,4
cg26670674,6
cg27050153,0
cg27055313,6
cg27266824,1
cg00659931,4
cg01087254,7
cg01407062,1
cg01908954,0
cg02072495,1
cg02155558,5
cg02318784,3
cg02319972,1
cg02334775,1
cg02378208,1
cg02392882,2
cg02903680,1
cg02983424,0
cg03012280,2
cg03462380,0
cg03847675,2
cg04326808,2
cg04789403,2
cg04870120,2
cg04973925,4
cg05018460,2
cg05265081,7
cg05310486,7
cg05357347,1
cg05439368,1
cg05492904,7
cg05624577,6
cg05884870,3
cg06914505,2
cg07037635,7
cg07711309,6
cg07931844,1
cg08064292,6
cg08293324,1
cg09434667,4
cg10078511,1
cg10577241,4
cg10577534,1
cg11098259,7
cg11412248,1
cg11693709,2
cg12063992,2
cg12299554,3
cg12759523,5
cg13399903,6
cg13569101,1
cg15558558,1
cg16125725,7
cg16402415,7
cg16590643,6
cg17221584,6
cg17383853,4
cg17916960,6
cg18012556,6
cg18450625,1
cg18705301,6
cg18711535,4
cg19459332,6
cg19670290,1
cg19696491,2
cg19960114,1
cg20117256,2
cg20359888,4
cg20668887,6
cg20726664,4
cg21078654,3
cg21234506,4
cg21253742,4
cg21296230,5
cg21318213,0
cg21557108,6
cg21574244,7
cg21667061,6
cg21670987,2
cg22108374,5
cg22121570,6
cg22930275,1
cg23054181,7
cg23504246,6
cg25385940,5
cg25499543,1
cg26163234,5
cg26266708,3
cg26288595,6
cg26405020,3
cg26955540,4
cg27192248,1
cg27219955,4
cg27220062,4
cg27370471,6
cg00101154,6
cg00411413,6
cg00491523,4
cg00510320,2
cg00541638,4
cg00687714,1
cg00772863,6
cg00830621,4
cg00876127,1
cg01020263,1
cg01097406,6
cg01172150,3
cg01243823,1
cg01335126,4
cg01343363,2
cg01350330,1
cg01364935,4
cg01478482,1
cg01630032,6
cg01640660,2
cg01760434,6
cg01810329,1
cg02097429,4
cg02102075,7
cg02393727,2
cg02441474,5
cg02513379,4
cg02544257,4
cg02717454,3
cg02925594,1
cg02961798,2
cg03042477,2
cg03085549,1
cg03140788,5
cg03155159,1
cg03312587,6
cg03382370,6
cg03546687,3
cg03623568,6
cg03669394,2
cg03743982,1
cg03880033,6
cg03923285,6
cg03972466,3
cg04267828,4
cg04384112,5
cg04484415,2
cg04528038,3
cg04539111,5
cg04737885,6
cg04945379,4
cg05087459,4
cg05207637,1
cg05405914,1
cg05725404,2
cg05731801,6
cg05762671,4
cg05765011,7
cg05790002,1
cg05915866,2
cg06035708,4
cg06071476,1
cg06082883,4
cg06190046,2
cg06194960,4
cg06235438,4
cg06502279,7
cg06543221,1
cg06578063,6
cg06819923,1
cg07082267,1
cg07245476,6
cg07260541,4
cg07307142,6
cg07320140,1
cg07474797,3
cg07740599,2
cg07846061,1
cg08077617,2
cg08113187,3
cg08237521,4
cg08285646,1
cg08537367,3
cg08619515,1
cg08675364,2
cg08776660,4
cg08958747,4
cg09001440,2
cg09044981,2
cg09046979,1
cg09109520,6
cg09381666,6
cg09408143,2
cg09555736,7
cg09584188,1
cg09699830,4
cg09712682,6
cg09889350,2
cg09899215,1
cg10032599,6
cg10424974,4
cg10451425,6
cg10529845,4
cg16367168,2
cg16454902,4
cg16519923,4
cg16540789,1
cg16622061,1
cg16660091,2
cg22381196,7
cg22947000,2
cg25957124,3
cg26562691,4
cg26610739,6
cg26786800,6
cg26828017,7
cg27038676,1
cg27075654,2
cg27088726,6
cg27220660,4
cg27260684,7
cg27409771,1
cg27463141,4
cg27466129,1
cg27545630,4
cg00016255,1
cg00163199,1
cg00760203,3
cg00809820,6
cg00842918,7
cg00873351,2
cg00901687,6
cg00902417,6
cg00986825,6
cg01046511,7
cg01155092,7
cg01324550,1
cg01351315,3
cg01841050,4
cg01909364,4
cg02018291,1
cg02033582,2
cg02650512,4
cg02866639,5
cg03253303,4
cg03260240,0
cg03597174,6
cg04193015,2
cg04320476,2
cg04611801,3
cg05112555,6
cg05114606,2
cg05210615,1
cg05363382,4
cg05528899,6
cg05604874,7
cg05784862,4
cg05878104,5
cg06064179,7
cg06247837,2
cg06427816,6
cg06443034,6
cg06444025,5
cg06755596,6
cg06769994,1
cg06799664,1
cg06841902,2
cg06874016,1
cg07169660,1
cg07181702,4
cg07375836,7
cg07409471,7
cg07547765,6
cg07618085,2
cg07694864,6
cg08090640,4
cg08471713,6
cg09014329,6
cg09029085,2
cg10243855,4
cg10440639,6
cg10491080,2
cg10588962,3
cg11076954,5
cg11241278,2
cg11345693,6
cg11480278,2
cg12071008,4
cg12078154,6
cg12317815,1
cg12323063,7
cg12361262,7
cg12448933,0
cg12626882,1
cg12981595,1
cg13253847,3
cg13304638,7
cg13392258,5
cg13468144,7
cg13468767,6
cg13536447,7
cg13618516,7
cg13675837,1
cg13679714,6
cg13745832,2
cg13761998,3
cg14272075,7
cg14394837,4
cg14811011,6
cg14836839,6
cg14854355,5
cg14973055,2
cg15285436,7
cg15636887,4
cg15815084,2
cg15908709,2
cg16276850,3
cg16611352,3
cg16848873,6
cg17280106,5
cg17580614,2
cg17615115,7
cg17837191,7
cg18091083,5
cg18317439,3
cg18347010,3
cg18372208,6
cg18517055,3
cg18618815,1
cg18647570,2
cg18677148,6
cg19442493,1
cg19460836,7
cg19707448,6
cg19761273,1
cg19944656,6
cg20067719,1
cg20303331,1
cg20309891,4
cg20469139,3
cg20471691,6
cg20556951,1
cg20998539,4
cg21325715,1
cg21400851,6
cg21602160,4
cg21692159,1
cg22156456,1
cg22254135,1
cg22443212,2
cg22897522,7
cg23378546,4
cg23399011,4
cg23602058,5
cg23651872,2
cg24247482,4
cg24439686,3
cg24809269,4
cg25456020,2
cg25809905,2
cg25882366,3
cg25909396,4
cg25918821,1
cg26408224,2
cg26628907,2
cg26673195,4
cg26898567,4
cg27176264,6
cg27401724,1
cg27577424,6
cg00417323,1
cg00875989,3
cg00918181,0
cg01713272,3
cg03026004,4
cg05486872,7
cg05941575,5
cg06092953,6
cg06459104,1
cg07100532,6
cg07372824,1
cg07529654,2
cg07758738,3
cg12377874,6
cg12645852,7
cg13049483,7
cg13077366,6
cg14134497,0
cg14938561,4
cg15439862,3
cg19165390,3
cg19375418,6
cg20697926,6
cg21469505,1
cg22088248,5
cg22095604,0
cg23718736,2
cg23878906,2
cg24217948,2
cg24914483,7
cg25140190,7
cg25436157,4
cg26914205,1
cg26919186,2
cg00286125,5
cg00376816,4
cg01294327,2
cg01483656,6
cg01581222,3
cg01615818,6
cg01718139,7
cg02381279,3
cg02468728,6
cg02639359,1
cg02776658,6
cg03233940,6
cg03234186,5
cg03337035,4
cg03562414,5
cg03601372,2
cg03636183,2
cg03650189,5
cg03994651,6
cg04269551,6
cg04396998,1
cg04546041,5
cg04645914,5
cg04755674,1
cg05280698,6
cg05619598,1
cg05923226,5
cg06484123,3
cg06538345,4
cg06585566,3
cg06609049,6
cg06708133,1
cg06862049,1
cg07512814,4
cg07798605,4
cg07805604,3
cg07855456,6
cg07894352,5
cg07924081,0
cg08233235,4
cg08291996,6
cg08313406,1
cg08365609,4
cg08928145,5
cg08955995,6
cg09226262,3
cg09514545,4
cg09547119,5
cg09554406,6
cg09997082,2
cg10243322,6
cg10274022,3
cg10370574,6
cg10583119,4
cg10635122,0
cg10648815,6
cg10725861,2
cg10743390,3
cg11430371,5
cg11521325,4
cg11553667,6
cg11584690,3
cg12024906,5
cg12078229,5
cg12157673,5
cg12489353,6
cg13337047,5
cg13455326,4
cg13593090,6
cg13687570,5
cg14068721,2
cg14166009,5
cg14222245,6
cg14270989,4
cg14377791,4
cg15011409,6
cg15361750,2
cg15495372,1
cg15765251,6
cg15845821,1
cg16041412,7
cg16474696,6
cg16622403,6
cg17110586,0
cg17471102,1
cg17680611,4
cg18042043,4
cg18313094,6
cg18771553,6
cg18838701,6
cg19536401,6
cg19603903,6
cg19653594,1
cg19784428,1
cg20166049,1
cg20249566,1
cg21494776,3
cg21496419,1
cg21500909,7
cg21629821,2
cg21911021,0
cg22068629,3
cg22238209,6
cg22304262,4
cg22331349,5
cg22459517,6
cg22553301,4
cg22753548,5
cg22838050,6
cg23010048,5
cg23200218,4
cg23202167,7
cg23371413,6
cg23448505,6
cg23771661,2
cg23899409,6
cg24082526,4
cg24335895,5
cg24481841,1
cg24713204,3
cg24834889,6
cg24848615,2
cg24889914,5
cg25267487,6
cg25533247,1
cg25734089,4
cg25902939,0
cg26316885,6
cg26465391,5
cg26562263,5
cg26608718,1
cg26698460,5
cg26969888,2
cg27105123,6
cg27321942,4
cg27324426,5
cg27340480,7
cg27434368,3
cg27571374,6
cg00103778,1
cg00169354,6
cg00169792,6
cg00507855,6
cg00636737,2
cg00726046,1
cg00916899,3
cg01116137,3
cg01153946,4
cg01355392,6
cg01466133,5
cg01692482,4
cg01700462,3
cg02939078,5
cg03199926,2
cg03213289,6
cg03224418,1
cg03235661,6
cg03299990,6
cg03495011,1
cg03758021,4
cg03904042,6
cg03969725,4
cg04555665,1
cg04632997,4
cg04931539,1
cg05205351,1
cg06122230,7
cg06524264,6
cg06738786,4
cg07021288,2
cg07547549,0
cg07722360,2
cg07893801,4
cg08045932,2
cg08389814,6
cg08548498,2
cg09046309,7
cg09712306,2
cg10177030,4
cg11173131,3
cg11436113,1
cg11453079,4
cg11597277,7
cg11846968,7
cg12032027,4
cg12751644,6
cg13403462,6
cg14721981,6
cg14921437,6
cg15550113,6
cg16201146,4
cg16236143,6
cg16667508,6
cg16691087,2
cg16704590,4
cg16763089,6
cg17643025,5
cg17775490,3
cg18433380,5
cg18979491,4
cg19102955,2
cg20139447,6
cg20295248,6
cg22421148,5
cg22510412,5
cg22682811,5
cg22941573,7
cg23534245,1
cg24754336,2
cg25958766,6
cg02828687,4
cg03142697,6
cg03364381,2
cg05030553,6
cg05056497,1
cg05156137,1
cg05896524,6
cg07211972,7
cg07500325,5
cg08320524,2
cg09417038,6
cg12470092,4
cg12746557,2
cg14414154,7
cg14716686,2
cg15377887,2
cg15636421,2
cg18151030,2
cg18345924,2
cg19135247,5
cg19815989,6
cg19988492,3
cg20516845,4
cg21870229,3
cg24753998,2
cg00283524,4
cg01127300,1
cg01234420,2
cg01514353,1
cg01582066,4
cg01606027,7
cg01619929,5
cg01652190,2
cg02156296,5
cg03171478,3
cg03308092,5
cg03868770,6
cg04982781,4
cg05249836,7
cg06501716,4
cg07127410,2
cg07959070,2
cg11247378,6
cg11564601,7
cg12743638,2
cg13370427,1
cg14372705,6
cg15379633,3
cg16045423,2
cg17054759,5
cg18855195,2
cg19543968,1
cg19558972,5
cg19713460,3
cg19800640,6
cg19855470,5
cg21401457,2
cg21445911,6
cg24435209,6
cg26169700,6
