,clusters
cg03566513,1
cg03614132,6
cg03621504,2
cg03658236,6
cg03677924,3
cg03998264,6
cg04155231,1
cg04606861,7
cg04671742,3
cg04672622,1
cg04820362,3
cg05060607,6
cg05157098,3
cg05224770,3
cg05233670,1
cg05580141,6
cg05694021,1
cg05697976,6
cg05849676,1
cg05860956,4
cg06161550,1
cg06492796,3
cg06558435,4
cg06826457,3
cg07161061,4
cg07643696,6
cg07866725,4
cg08111661,3
cg08164151,4
cg08261450,3
cg08399444,6
cg08543028,6
cg08922308,4
cg08993878,3
cg09035930,4
cg09143195,3
cg09706122,2
cg09740450,3
cg09802818,6
cg09884851,3
cg10401088,3
cg10456459,6
cg10524576,1
cg10605084,1
cg10610428,3
cg10807894,3
cg10832076,1
cg11130630,1
cg11439695,3
cg11571124,1
cg11649376,3
cg11661914,1
cg11791577,3
cg11808531,4
cg11830800,3
cg11957400,2
cg12866960,6
cg12870014,4
cg12871652,1
cg12878812,7
cg13353550,6
cg13367219,1
cg13699009,1
cg14292522,3
cg14386126,3
cg14829814,3
cg14906510,1
cg15001406,3
cg15027294,4
cg15110296,3
cg15545247,6
cg15693299,3
cg15695155,1
cg15989810,3
cg16267202,4
cg16318311,3
cg16387046,1
cg16399745,3
cg16604658,3
cg16749629,1
cg16788865,6
cg17131837,3
cg17292337,1
cg17306339,3
cg17391672,1
cg17436656,3
cg17817168,1
cg18202741,3
cg18215449,3
cg18473521,7
cg18604939,1
cg18633600,7
cg18700744,3
cg19055828,6
cg19622623,3
cg19848940,3
cg19893439,1
cg20072118,2
cg20188212,5
cg20353489,4
cg20380214,1
cg20495738,3
cg21638533,2
cg21656937,3
cg21685770,6
cg21745586,1
cg21962791,3
cg22168489,1
cg22460123,1
cg22480875,4
cg22742001,6
cg23063825,1
cg23075597,5
cg23174406,4
cg23175533,3
cg23256579,3
cg23368715,3
cg23395688,3
cg23551979,0
cg24437859,3
cg24921858,3
cg25031476,1
cg25828445,4
cg25955126,1
cg26133399,6
cg26244013,3
cg26654770,5
cg26725076,3
cg26955132,1
cg26985711,3
cg26995224,1
cg26996569,3
cg27408285,2
cg27423216,5
cg27428551,6
cg27615582,3
cg27633287,4
cg00465247,3
cg00760872,2
cg00898013,5
cg02100381,3
cg02838877,3
cg02982610,6
cg03272499,5
cg03283486,3
cg03651054,5
cg03853945,3
cg05191839,3
cg05446322,0
cg05757365,4
cg05912299,4
cg06293108,2
cg06340704,3
cg06394460,6
cg06968164,3
cg07780517,4
cg07951201,1
cg08164233,3
cg08381620,3
cg08504583,1
cg08779649,5
cg09823859,5
cg10323433,3
cg10800346,6
cg11703212,6
cg12111714,0
cg12584960,4
cg12603632,3
cg14253596,4
cg14281591,6
cg15011899,2
cg16054985,5
cg16787483,5
cg17494199,1
cg17910899,4
cg18105134,5
cg18391323,5
cg18815647,7
cg18860329,1
cg19023589,6
cg19802138,0
cg20066226,4
cg20116138,4
cg20608895,1
cg20676788,3
cg20749792,3
cg20785336,1
cg20923605,4
cg20956594,6
cg21838488,0
cg21863546,3
cg22535089,6
cg22720431,1
cg22797297,1
cg23115487,1
cg23126342,3
cg23525360,5
cg23681440,3
cg24232444,2
cg24366314,0
cg24674215,3
cg25849642,4
cg26168643,5
cg26169783,1
cg26529044,1
cg26531286,3
cg26772116,1
cg27021512,3
cg27068143,3
cg00741624,7
cg00787180,5
cg00808648,2
cg01208318,4
cg01567771,3
cg01719405,3
cg02112168,6
cg02132667,3
cg02222791,3
cg02946885,3
cg03032497,7
cg03039990,3
cg03047995,0
cg04306507,1
cg04397884,6
cg04706229,3
cg04829830,3
cg04954225,1
cg05053979,3
cg05157625,4
cg05175318,0
cg05313263,4
cg05374809,1
cg05926722,2
cg06572093,4
cg06719445,6
cg06881965,1
cg07157030,4
cg07177395,4
cg07613153,3
cg08130912,2
cg08310116,1
cg09271279,3
cg09388160,5
cg09819656,4
cg10319640,3
cg10528989,3
cg10599444,2
cg12033216,3
cg13062455,6
cg13105904,4
cg13277939,6
cg13589463,6
cg14187687,6
cg14345154,2
cg14836018,3
cg15480367,7
cg15890469,1
cg16288101,3
cg16404157,0
cg16441068,6
cg18106366,3
cg18186343,3
cg18369034,3
cg18427465,3
cg18568335,6
cg18771300,4
cg18906360,3
cg19453093,3
cg19838043,3
cg20306574,5
cg20323874,3
cg21088438,6
cg21126506,3
cg21301148,3
cg21814550,6
cg21862081,3
cg21865751,4
cg22805381,3
cg23251746,1
cg23594345,4
cg23648239,6
cg23902114,4
cg23949782,5
cg24058132,3
cg25576997,6
cg25603108,6
cg26010412,3
cg26146732,4
cg26235748,1
cg26298914,6
cg26400750,1
cg26670674,4
cg27050153,7
cg27055313,1
cg27266824,3
cg00659931,3
cg01087254,6
cg01407062,3
cg01908954,0
cg02072495,3
cg02155558,4
cg02318784,0
cg02319972,1
cg02334775,3
cg02378208,3
cg02392882,1
cg02903680,3
cg02983424,7
cg03012280,1
cg03462380,5
cg03847675,4
cg04326808,1
cg04789403,1
cg04870120,6
cg04973925,3
cg05018460,1
cg05265081,1
cg05310486,6
cg05357347,1
cg05439368,3
cg05492904,6
cg05624577,4
cg05884870,0
cg06914505,1
cg07037635,6
cg07711309,5
cg07931844,3
cg08064292,4
cg08293324,1
cg09434667,3
cg10078511,1
cg10577241,4
cg10577534,3
cg11098259,6
cg11412248,3
cg11693709,3
cg12063992,6
cg12299554,2
cg12759523,4
cg13399903,4
cg13569101,1
cg15558558,1
cg16125725,6
cg16402415,6
cg16590643,4
cg17221584,1
cg17383853,3
cg17916960,4
cg18012556,4
cg18450625,1
cg18705301,1
cg18711535,1
cg19459332,4
cg19670290,3
cg19696491,1
cg19960114,1
cg20117256,6
cg20359888,3
cg20668887,5
cg20726664,3
cg21078654,2
cg21234506,3
cg21253742,1
cg21296230,7
cg21318213,0
cg21557108,4
cg21574244,6
cg21667061,1
cg21670987,1
cg22108374,0
cg22121570,4
cg22930275,3
cg23054181,6
cg23504246,1
cg25385940,4
cg25499543,1
cg26163234,2
cg26266708,2
cg26288595,4
cg26405020,2
cg26955540,3
cg27192248,3
cg27219955,3
cg27220062,3
cg27370471,5
cg00101154,1
cg00411413,1
cg00491523,3
cg00510320,1
cg00541638,3
cg00687714,3
cg00772863,1
cg00830621,3
cg00876127,1
cg01020263,1
cg01097406,5
cg01172150,2
cg01243823,3
cg01335126,3
cg01343363,1
cg01350330,3
cg01364935,3
cg01478482,3
cg01630032,1
cg01640660,1
cg01760434,4
cg01810329,1
cg02097429,3
cg02102075,6
cg02393727,1
cg02441474,5
cg02513379,3
cg02544257,3
cg02717454,2
cg02925594,1
cg02961798,1
cg03042477,1
cg03085549,3
cg03140788,0
cg03155159,3
cg03312587,1
cg03382370,4
cg03546687,2
cg03623568,1
cg03669394,1
cg03743982,3
cg03880033,1
cg03923285,4
cg03972466,0
cg04267828,3
cg04384112,4
cg04484415,1
cg04528038,2
cg04539111,4
cg04737885,4
cg04945379,3
cg05087459,3
cg05207637,3
cg05405914,3
cg05725404,1
cg05731801,1
cg05762671,3
cg05765011,1
cg05790002,1
cg05915866,3
cg06035708,3
cg06071476,3
cg06082883,3
cg06190046,3
cg06194960,3
cg06235438,3
cg06502279,6
cg06543221,3
cg06578063,5
cg06819923,3
cg07082267,3
cg07245476,1
cg07260541,3
cg07307142,4
cg07320140,3
cg07474797,2
cg07740599,6
cg07846061,3
cg08077617,1
cg08113187,2
cg08237521,3
cg08285646,3
cg08537367,2
cg08619515,3
cg08675364,1
cg08776660,3
cg08958747,3
cg09001440,3
cg09044981,4
cg09046979,1
cg09109520,5
cg09381666,4
cg09408143,1
cg09555736,6
cg09584188,3
cg09699830,1
cg09712682,4
cg09889350,1
cg09899215,3
cg10032599,1
cg10424974,3
cg10451425,4
cg10529845,3
cg16367168,3
cg16454902,3
cg16519923,3
cg16540789,3
cg16622061,3
cg16660091,1
cg22381196,6
cg22947000,3
cg25957124,2
cg26562691,3
cg26610739,1
cg26786800,1
cg26828017,6
cg27038676,3
cg27075654,4
cg27088726,1
cg27220660,3
cg27260684,6
cg27409771,3
cg27463141,3
cg27466129,1
cg27545630,3
cg00016255,3
cg00163199,3
cg00760203,2
cg00809820,1
cg00842918,6
cg00873351,3
cg00901687,4
cg00902417,4
cg00986825,5
cg01046511,6
cg01155092,6
cg01324550,3
cg01351315,2
cg01841050,3
cg01909364,3
cg02018291,1
cg02033582,1
cg02650512,3
cg02866639,5
cg03253303,3
cg03260240,2
cg03597174,4
cg04193015,3
cg04320476,1
cg04611801,2
cg05112555,4
cg05114606,1
cg05210615,3
cg05363382,3
cg05528899,1
cg05604874,6
cg05784862,3
cg05878104,5
cg06064179,6
cg06247837,3
cg06427816,4
cg06443034,4
cg06444025,5
cg06755596,1
cg06769994,3
cg06799664,1
cg06841902,1
cg06874016,3
cg07169660,3
cg07181702,1
cg07375836,6
cg07409471,6
cg07547765,5
cg07618085,1
cg07694864,5
cg08090640,3
cg08471713,5
cg09014329,5
cg09029085,1
cg10243855,3
cg10440639,1
cg10491080,1
cg10588962,2
cg11076954,5
cg11241278,1
cg11345693,1
cg11480278,1
cg12071008,3
cg12078154,4
cg12317815,3
cg12323063,6
cg12361262,6
cg12448933,7
cg12626882,3
cg12981595,1
cg13253847,2
cg13304638,6
cg13392258,4
cg13468144,6
cg13468767,1
cg13536447,6
cg13618516,6
cg13675837,3
cg13679714,4
cg13745832,1
cg13761998,2
cg14272075,6
cg14394837,3
cg14811011,4
cg14836839,1
cg14854355,5
cg14973055,3
cg15285436,6
cg15636887,3
cg15815084,1
cg15908709,3
cg16276850,2
cg16611352,2
cg16848873,1
cg17280106,4
cg17580614,1
cg17615115,1
cg17837191,6
cg18091083,5
cg18317439,2
cg18347010,2
cg18372208,1
cg18517055,6
cg18618815,3
cg18647570,1
cg18677148,4
cg19442493,3
cg19460836,6
cg19707448,4
cg19761273,3
cg19944656,4
cg20067719,3
cg20303331,3
cg20309891,3
cg20469139,2
cg20471691,4
cg20556951,3
cg20998539,3
cg21325715,3
cg21400851,4
cg21602160,3
cg21692159,3
cg22156456,3
cg22254135,1
cg22443212,1
cg22897522,6
cg23378546,1
cg23399011,3
cg23602058,4
cg23651872,1
cg24247482,1
cg24439686,2
cg24809269,3
cg25456020,1
cg25809905,1
cg25882366,0
cg25909396,3
cg25918821,3
cg26408224,1
cg26628907,3
cg26673195,3
cg26898567,3
cg27176264,1
cg27401724,3
cg27577424,5
cg00417323,3
cg00875989,0
cg00918181,2
cg01713272,2
cg03026004,3
cg05486872,6
cg05941575,0
cg06092953,4
cg06459104,3
cg07100532,1
cg07372824,3
cg07529654,1
cg07758738,0
cg12377874,1
cg12645852,6
cg13049483,6
cg13077366,4
cg14134497,7
cg14938561,3
cg15439862,0
cg19165390,0
cg19375418,5
cg20697926,4
cg21469505,3
cg22088248,4
cg22095604,0
cg23718736,3
cg23878906,1
cg24217948,1
cg24914483,6
cg25140190,6
cg25436157,3
cg26914205,3
cg26919186,1
cg00286125,5
cg00376816,4
cg01294327,1
cg01483656,4
cg01581222,2
cg01615818,5
cg01718139,6
cg02381279,2
cg02468728,1
cg02639359,3
cg02776658,4
cg03233940,4
cg03234186,7
cg03337035,3
cg03562414,5
cg03601372,4
cg03636183,1
cg03650189,5
cg03994651,5
cg04269551,5
cg04396998,1
cg04546041,5
cg04645914,0
cg04755674,3
cg05280698,5
cg05619598,3
cg05923226,7
cg06484123,2
cg06538345,3
cg06585566,2
cg06609049,5
cg06708133,3
cg06862049,4
cg07512814,3
cg07798605,3
cg07805604,2
cg07855456,4
cg07894352,0
cg07924081,0
cg08233235,3
cg08291996,4
cg08313406,3
cg08365609,3
cg08928145,5
cg08955995,0
cg09226262,2
cg09514545,3
cg09547119,5
cg09554406,4
cg09997082,1
cg10243322,5
cg10274022,5
cg10370574,1
cg10583119,3
cg10635122,7
cg10648815,1
cg10725861,4
cg10743390,7
cg11430371,4
cg11521325,3
cg11553667,4
cg11584690,2
cg12024906,5
cg12078229,7
cg12157673,7
cg12489353,4
cg13337047,5
cg13455326,3
cg13593090,4
cg13687570,5
cg14068721,4
cg14166009,0
cg14222245,4
cg14270989,3
cg14377791,3
cg15011409,5
cg15361750,1
cg15495372,3
cg15765251,5
cg15845821,3
cg16041412,6
cg16474696,4
cg16622403,4
cg17110586,7
cg17471102,3
cg17680611,3
cg18042043,3
cg18313094,1
cg18771553,4
cg18838701,4
cg19536401,1
cg19603903,4
cg19653594,3
cg19784428,3
cg20166049,3
cg20249566,3
cg21494776,0
cg21496419,1
cg21500909,6
cg21629821,1
cg21911021,7
cg22068629,2
cg22238209,4
cg22304262,3
cg22331349,5
cg22459517,5
cg22553301,3
cg22753548,5
cg22838050,5
cg23010048,5
cg23200218,3
cg23202167,1
cg23371413,1
cg23448505,5
cg23771661,1
cg23899409,4
cg24082526,3
cg24335895,4
cg24481841,3
cg24713204,2
cg24834889,5
cg24848615,3
cg24889914,5
cg25267487,4
cg25533247,3
cg25734089,3
cg25902939,2
cg26316885,4
cg26465391,7
cg26562263,6
cg26608718,3
cg26698460,5
cg26969888,3
cg27105123,1
cg27321942,3
cg27324426,7
cg27340480,6
cg27434368,0
cg27571374,1
cg00103778,3
cg00169354,0
cg00169792,5
cg00507855,1
cg00636737,3
cg00726046,1
cg00916899,2
cg01116137,2
cg01153946,3
cg01355392,4
cg01466133,4
cg01692482,3
cg01700462,2
cg02939078,4
cg03199926,4
cg03213289,4
cg03224418,3
cg03235661,1
cg03299990,4
cg03495011,3
cg03758021,3
cg03904042,4
cg03969725,3
cg04555665,3
cg04632997,3
cg04931539,3
cg05205351,3
cg06122230,6
cg06524264,4
cg06738786,3
cg07021288,1
cg07547549,7
cg07722360,1
cg07893801,3
cg08045932,1
cg08389814,4
cg08548498,1
cg09046309,6
cg09712306,1
cg10177030,3
cg11173131,2
cg11436113,3
cg11453079,3
cg11597277,6
cg11846968,6
cg12032027,3
cg12751644,1
cg13403462,4
cg14721981,4
cg14921437,4
cg15550113,5
cg16201146,3
cg16236143,3
cg16667508,1
cg16691087,1
cg16704590,3
cg16763089,4
cg17643025,4
cg17775490,2
cg18433380,4
cg18979491,3
cg19102955,1
cg20139447,5
cg20295248,4
cg22421148,4
cg22510412,4
cg22682811,7
cg22941573,6
cg23534245,3
cg24754336,1
cg25958766,1
cg02828687,3
cg03142697,1
cg03364381,1
cg05030553,4
cg05056497,1
cg05156137,3
cg05896524,4
cg07211972,6
cg07500325,5
cg08320524,4
cg09417038,1
cg12470092,3
cg12746557,4
cg14414154,6
cg14716686,1
cg15377887,4
cg15636421,1
cg18151030,3
cg18345924,3
cg19135247,4
cg19815989,1
cg19988492,2
cg20516845,3
cg21870229,2
cg24753998,1
cg00283524,3
cg01127300,3
cg01234420,3
cg01514353,3
cg01582066,3
cg01606027,6
cg01619929,5
cg01652190,1
cg02156296,5
cg03171478,2
cg03308092,4
cg03868770,4
cg04982781,3
cg05249836,6
cg06501716,3
cg07127410,3
cg07959070,1
cg11247378,4
cg11564601,6
cg12743638,4
cg13370427,3
cg14372705,1
cg15379633,5
cg16045423,4
cg17054759,5
cg18855195,1
cg19543968,3
cg19558972,2
cg19713460,2
cg19800640,5
cg19855470,7
cg21401457,1
cg21445911,5
cg24435209,1
cg26169700,1
