,clusters
cg03566513,4
cg03614132,3
cg03621504,3
cg03658236,3
cg03677924,5
cg03998264,3
cg04155231,2
cg04606861,0
cg04671742,5
cg04672622,6
cg04820362,5
cg05060607,4
cg05157098,1
cg05224770,5
cg05233670,3
cg05580141,3
cg05694021,4
cg05697976,3
cg05849676,3
cg05860956,6
cg06161550,4
cg06492796,1
cg06558435,4
cg06826457,5
cg07161061,4
cg07643696,3
cg07866725,6
cg08111661,5
cg08164151,6
cg08261450,5
cg08399444,3
cg08543028,3
cg08922308,6
cg08993878,1
cg09035930,6
cg09143195,4
cg09706122,0
cg09740450,5
cg09802818,3
cg09884851,1
cg10401088,1
cg10456459,3
cg10524576,4
cg10605084,4
cg10610428,5
cg10807894,5
cg10832076,4
cg11130630,4
cg11439695,5
cg11571124,5
cg11649376,1
cg11661914,6
cg11791577,1
cg11808531,4
cg11830800,1
cg11957400,2
cg12866960,3
cg12870014,6
cg12871652,1
cg12878812,0
cg13353550,3
cg13367219,6
cg13699009,4
cg14292522,4
cg14386126,1
cg14829814,4
cg14906510,4
cg15001406,5
cg15027294,4
cg15110296,5
cg15545247,3
cg15693299,5
cg15695155,4
cg15989810,1
cg16267202,2
cg16318311,5
cg16387046,6
cg16399745,5
cg16604658,1
cg16749629,6
cg16788865,3
cg17131837,5
cg17292337,6
cg17306339,5
cg17391672,4
cg17436656,1
cg17817168,4
cg18202741,5
cg18215449,1
cg18473521,2
cg18604939,1
cg18633600,0
cg18700744,5
cg19055828,3
cg19622623,5
cg19848940,4
cg19893439,4
cg20072118,7
cg20188212,6
cg20353489,2
cg20380214,2
cg20495738,1
cg21638533,3
cg21656937,5
cg21685770,3
cg21745586,4
cg21962791,1
cg22168489,4
cg22460123,4
cg22480875,2
cg22742001,3
cg23063825,4
cg23075597,6
cg23174406,4
cg23175533,1
cg23256579,1
cg23368715,1
cg23395688,1
cg23551979,2
cg24437859,5
cg24921858,5
cg25031476,4
cg25828445,4
cg25955126,4
cg26133399,4
cg26244013,5
cg26654770,6
cg26725076,1
cg26955132,3
cg26985711,1
cg26995224,4
cg26996569,5
cg27408285,7
cg27423216,6
cg27428551,3
cg27615582,1
cg27633287,6
cg00465247,1
cg00760872,7
cg00898013,6
cg02100381,5
cg02838877,1
cg02982610,3
cg03272499,6
cg03283486,4
cg03651054,6
cg03853945,1
cg05191839,5
cg05446322,2
cg05757365,6
cg05912299,6
cg06293108,0
cg06340704,5
cg06394460,4
cg06968164,5
cg07780517,6
cg07951201,4
cg08164233,5
cg08381620,6
cg08504583,4
cg08779649,6
cg09823859,2
cg10323433,1
cg10800346,3
cg11703212,3
cg12111714,7
cg12584960,2
cg12603632,4
cg14253596,6
cg14281591,3
cg15011899,7
cg16054985,6
cg16787483,2
cg17494199,4
cg17910899,6
cg18105134,6
cg18391323,6
cg18815647,2
cg18860329,4
cg19023589,3
cg19802138,7
cg20066226,6
cg20116138,4
cg20608895,4
cg20676788,5
cg20749792,5
cg20785336,4
cg20923605,6
cg20956594,3
cg21838488,2
cg21863546,5
cg22535089,3
cg22720431,1
cg22797297,4
cg23115487,1
cg23126342,4
cg23525360,2
cg23681440,1
cg24232444,7
cg24366314,2
cg24674215,1
cg25849642,6
cg26168643,6
cg26169783,5
cg26529044,4
cg26531286,5
cg26772116,6
cg27021512,4
cg27068143,1
cg00741624,0
cg00787180,6
cg00808648,7
cg01208318,2
cg01567771,5
cg01719405,1
cg02112168,3
cg02132667,5
cg02222791,1
cg02946885,1
cg03032497,6
cg03039990,4
cg03047995,2
cg04306507,4
cg04397884,3
cg04706229,5
cg04829830,6
cg04954225,4
cg05053979,4
cg05157625,6
cg05175318,2
cg05313263,4
cg05374809,6
cg05926722,7
cg06572093,6
cg06719445,3
cg06881965,4
cg07157030,6
cg07177395,6
cg07613153,5
cg08130912,7
cg08310116,3
cg09271279,5
cg09388160,6
cg09819656,6
cg10319640,5
cg10528989,5
cg10599444,7
cg12033216,1
cg13062455,3
cg13105904,6
cg13277939,3
cg13589463,3
cg14187687,3
cg14345154,3
cg14836018,1
cg15480367,0
cg15890469,1
cg16288101,1
cg16404157,0
cg16441068,3
cg18106366,1
cg18186343,4
cg18369034,4
cg18427465,1
cg18568335,3
cg18771300,6
cg18906360,5
cg19453093,1
cg19838043,4
cg20306574,6
cg20323874,5
cg21088438,3
cg21126506,5
cg21301148,5
cg21814550,3
cg21862081,5
cg21865751,6
cg22805381,5
cg23251746,1
cg23594345,2
cg23648239,3
cg23902114,4
cg23949782,2
cg24058132,5
cg25576997,3
cg25603108,3
cg26010412,1
cg26146732,4
cg26235748,3
cg26298914,3
cg26400750,6
cg26670674,6
cg27050153,7
cg27055313,6
cg27266824,1
cg00659931,5
cg01087254,3
cg01407062,1
cg01908954,0
cg02072495,1
cg02155558,6
cg02318784,7
cg02319972,1
cg02334775,1
cg02378208,1
cg02392882,3
cg02903680,1
cg02983424,0
cg03012280,4
cg03462380,0
cg03847675,4
cg04326808,4
cg04789403,4
cg04870120,3
cg04973925,5
cg05018460,4
cg05265081,3
cg05310486,3
cg05357347,1
cg05439368,1
cg05492904,3
cg05624577,6
cg05884870,7
cg06914505,4
cg07037635,3
cg07711309,6
cg07931844,5
cg08064292,6
cg08293324,1
cg09434667,5
cg10078511,1
cg10577241,5
cg10577534,1
cg11098259,3
cg11412248,1
cg11693709,4
cg12063992,4
cg12299554,7
cg12759523,2
cg13399903,6
cg13569101,1
cg15558558,1
cg16125725,3
cg16402415,3
cg16590643,6
cg17221584,6
cg17383853,5
cg17916960,6
cg18012556,6
cg18450625,6
cg18705301,6
cg18711535,5
cg19459332,6
cg19670290,1
cg19696491,4
cg19960114,1
cg20117256,4
cg20359888,5
cg20668887,6
cg20726664,5
cg21078654,7
cg21234506,5
cg21253742,5
cg21296230,0
cg21318213,0
cg21557108,6
cg21574244,3
cg21667061,6
cg21670987,4
cg22108374,2
cg22121570,6
cg22930275,1
cg23054181,3
cg23504246,4
cg25385940,2
cg25499543,1
cg26163234,0
cg26266708,0
cg26288595,6
cg26405020,7
cg26955540,5
cg27192248,1
cg27219955,5
cg27220062,5
cg27370471,6
cg00101154,4
cg00411413,1
cg00491523,5
cg00510320,4
cg00541638,5
cg00687714,1
cg00772863,4
cg00830621,5
cg00876127,4
cg01020263,1
cg01097406,6
cg01172150,7
cg01243823,1
cg01335126,5
cg01343363,4
cg01350330,1
cg01364935,5
cg01478482,4
cg01630032,4
cg01640660,4
cg01760434,4
cg01810329,1
cg02097429,5
cg02102075,3
cg02393727,4
cg02441474,2
cg02513379,5
cg02544257,5
cg02717454,7
cg02925594,4
cg02961798,4
cg03042477,4
cg03085549,1
cg03140788,0
cg03155159,1
cg03312587,6
cg03382370,2
cg03546687,7
cg03623568,6
cg03669394,4
cg03743982,1
cg03880033,6
cg03923285,6
cg03972466,7
cg04267828,5
cg04384112,2
cg04484415,4
cg04528038,7
cg04539111,4
cg04737885,6
cg04945379,5
cg05087459,5
cg05207637,1
cg05405914,1
cg05725404,2
cg05731801,6
cg05762671,5
cg05765011,3
cg05790002,4
cg05915866,4
cg06035708,5
cg06071476,1
cg06082883,5
cg06190046,4
cg06194960,5
cg06235438,5
cg06502279,3
cg06543221,1
cg06578063,6
cg06819923,1
cg07082267,1
cg07245476,6
cg07260541,5
cg07307142,6
cg07320140,1
cg07474797,7
cg07740599,4
cg07846061,1
cg08077617,4
cg08113187,7
cg08237521,5
cg08285646,1
cg08537367,7
cg08619515,1
cg08675364,4
cg08776660,5
cg08958747,5
cg09001440,4
cg09044981,4
cg09046979,1
cg09109520,2
cg09381666,4
cg09408143,3
cg09555736,3
cg09584188,1
cg09699830,5
cg09712682,6
cg09889350,4
cg09899215,1
cg10032599,4
cg10424974,5
cg10451425,6
cg10529845,5
cg16367168,4
cg16454902,5
cg16519923,5
cg16540789,1
cg16622061,1
cg16660091,4
cg22381196,3
cg22947000,4
cg25957124,7
cg26562691,5
cg26610739,6
cg26786800,6
cg26828017,3
cg27038676,1
cg27075654,4
cg27088726,1
cg27220660,5
cg27260684,3
cg27409771,1
cg27463141,5
cg27466129,4
cg27545630,5
cg00016255,1
cg00163199,1
cg00760203,7
cg00809820,6
cg00842918,3
cg00873351,4
cg00901687,6
cg00902417,6
cg00986825,6
cg01046511,3
cg01155092,3
cg01324550,1
cg01351315,7
cg01841050,5
cg01909364,5
cg02018291,1
cg02033582,4
cg02650512,5
cg02866639,2
cg03253303,5
cg03260240,0
cg03597174,2
cg04193015,4
cg04320476,4
cg04611801,7
cg05112555,6
cg05114606,4
cg05210615,1
cg05363382,5
cg05528899,6
cg05604874,3
cg05784862,5
cg05878104,2
cg06064179,3
cg06247837,4
cg06427816,6
cg06443034,6
cg06444025,2
cg06755596,6
cg06769994,1
cg06799664,4
cg06841902,4
cg06874016,1
cg07169660,1
cg07181702,5
cg07375836,3
cg07409471,3
cg07547765,2
cg07618085,4
cg07694864,6
cg08090640,5
cg08471713,6
cg09014329,2
cg09029085,4
cg10243855,5
cg10440639,4
cg10491080,4
cg10588962,7
cg11076954,2
cg11241278,4
cg11345693,4
cg11480278,4
cg12071008,5
cg12078154,6
cg12317815,1
cg12323063,3
cg12361262,3
cg12448933,0
cg12626882,1
cg12981595,1
cg13253847,7
cg13304638,3
cg13392258,2
cg13468144,3
cg13468767,6
cg13536447,3
cg13618516,3
cg13675837,1
cg13679714,4
cg13745832,4
cg13761998,7
cg14272075,3
cg14394837,5
cg14811011,6
cg14836839,4
cg14854355,2
cg14973055,4
cg15285436,3
cg15636887,5
cg15815084,4
cg15908709,4
cg16276850,7
cg16611352,7
cg16848873,6
cg17280106,2
cg17580614,4
cg17615115,3
cg17837191,3
cg18091083,2
cg18317439,7
cg18347010,7
cg18372208,4
cg18517055,7
cg18618815,1
cg18647570,4
cg18677148,6
cg19442493,1
cg19460836,3
cg19707448,4
cg19761273,1
cg19944656,6
cg20067719,1
cg20303331,1
cg20309891,5
cg20469139,7
cg20471691,6
cg20556951,1
cg20998539,5
cg21325715,5
cg21400851,6
cg21602160,5
cg21692159,1
cg22156456,1
cg22254135,1
cg22443212,4
cg22897522,3
cg23378546,5
cg23399011,5
cg23602058,2
cg23651872,4
cg24247482,5
cg24439686,7
cg24809269,5
cg25456020,4
cg25809905,4
cg25882366,0
cg25909396,5
cg25918821,1
cg26408224,4
cg26628907,4
cg26673195,5
cg26898567,5
cg27176264,4
cg27401724,1
cg27577424,6
cg00417323,1
cg00875989,7
cg00918181,0
cg01713272,7
cg03026004,5
cg05486872,3
cg05941575,2
cg06092953,6
cg06459104,1
cg07100532,6
cg07372824,1
cg07529654,4
cg07758738,7
cg12377874,6
cg12645852,3
cg13049483,3
cg13077366,6
cg14134497,0
cg14938561,5
cg15439862,0
cg19165390,7
cg19375418,6
cg20697926,6
cg21469505,1
cg22088248,2
cg22095604,7
cg23718736,4
cg23878906,4
cg24217948,4
cg24914483,3
cg25140190,3
cg25436157,5
cg26914205,1
cg26919186,4
cg00286125,0
cg00376816,5
cg01294327,4
cg01483656,6
cg01581222,7
cg01615818,6
cg01718139,3
cg02381279,7
cg02468728,6
cg02639359,1
cg02776658,6
cg03233940,2
cg03234186,2
cg03337035,5
cg03562414,0
cg03601372,2
cg03636183,4
cg03650189,2
cg03994651,2
cg04269551,6
cg04396998,1
cg04546041,2
cg04645914,2
cg04755674,1
cg05280698,2
cg05619598,1
cg05923226,2
cg06484123,7
cg06538345,5
cg06585566,7
cg06609049,6
cg06708133,5
cg06862049,4
cg07512814,5
cg07798605,5
cg07805604,7
cg07855456,4
cg07894352,2
cg07924081,0
cg08233235,5
cg08291996,6
cg08313406,1
cg08365609,5
cg08928145,2
cg08955995,6
cg09226262,7
cg09514545,5
cg09547119,2
cg09554406,6
cg09997082,4
cg10243322,2
cg10274022,7
cg10370574,4
cg10583119,1
cg10635122,0
cg10648815,6
cg10725861,2
cg10743390,7
cg11430371,2
cg11521325,5
cg11553667,6
cg11584690,7
cg12024906,2
cg12078229,2
cg12157673,2
cg12489353,6
cg13337047,2
cg13455326,5
cg13593090,4
cg13687570,2
cg14068721,4
cg14166009,2
cg14222245,2
cg14270989,1
cg14377791,5
cg15011409,2
cg15361750,4
cg15495372,1
cg15765251,2
cg15845821,1
cg16041412,3
cg16474696,6
cg16622403,6
cg17110586,0
cg17471102,1
cg17680611,5
cg18042043,5
cg18313094,4
cg18771553,6
cg18838701,6
cg19536401,6
cg19603903,6
cg19653594,1
cg19784428,1
cg20166049,1
cg20249566,1
cg21494776,0
cg21496419,1
cg21500909,3
cg21629821,4
cg21911021,0
cg22068629,7
cg22238209,6
cg22304262,5
cg22331349,2
cg22459517,6
cg22553301,5
cg22753548,2
cg22838050,6
cg23010048,2
cg23200218,5
cg23202167,3
cg23371413,4
cg23448505,2
cg23771661,4
cg23899409,6
cg24082526,5
cg24335895,2
cg24481841,1
cg24713204,7
cg24834889,2
cg24848615,4
cg24889914,2
cg25267487,6
cg25533247,1
cg25734089,5
cg25902939,0
cg26316885,2
cg26465391,0
cg26562263,2
cg26608718,1
cg26698460,2
cg26969888,4
cg27105123,6
cg27321942,5
cg27324426,2
cg27340480,3
cg27434368,7
cg27571374,4
cg00103778,1
cg00169354,2
cg00169792,2
cg00507855,6
cg00636737,4
cg00726046,4
cg00916899,7
cg01116137,7
cg01153946,5
cg01355392,6
cg01466133,2
cg01692482,5
cg01700462,7
cg02939078,2
cg03199926,2
cg03213289,6
cg03224418,1
cg03235661,6
cg03299990,2
cg03495011,1
cg03758021,5
cg03904042,6
cg03969725,5
cg04555665,1
cg04632997,5
cg04931539,1
cg05205351,1
cg06122230,3
cg06524264,2
cg06738786,5
cg07021288,4
cg07547549,0
cg07722360,4
cg07893801,5
cg08045932,4
cg08389814,6
cg08548498,4
cg09046309,3
cg09712306,4
cg10177030,5
cg11173131,7
cg11436113,1
cg11453079,5
cg11597277,3
cg11846968,3
cg12032027,5
cg12751644,6
cg13403462,2
cg14721981,6
cg14921437,6
cg15550113,6
cg16201146,5
cg16236143,6
cg16667508,4
cg16691087,3
cg16704590,5
cg16763089,6
cg17643025,2
cg17775490,7
cg18433380,2
cg18979491,5
cg19102955,4
cg20139447,6
cg20295248,6
cg22421148,2
cg22510412,2
cg22682811,0
cg22941573,3
cg23534245,1
cg24754336,4
cg25958766,4
cg02828687,5
cg03142697,6
cg03364381,4
cg05030553,4
cg05056497,1
cg05156137,1
cg05896524,6
cg07211972,3
cg07500325,2
cg08320524,4
cg09417038,6
cg12470092,5
cg12746557,2
cg14414154,3
cg14716686,4
cg15377887,4
cg15636421,4
cg18151030,4
cg18345924,4
cg19135247,2
cg19815989,4
cg19988492,7
cg20516845,5
cg21870229,7
cg24753998,4
cg00283524,5
cg01127300,1
cg01234420,4
cg01514353,1
cg01582066,5
cg01606027,3
cg01619929,7
cg01652190,4
cg02156296,7
cg03171478,7
cg03308092,2
cg03868770,4
cg04982781,5
cg05249836,3
cg06501716,5
cg07127410,4
cg07959070,4
cg11247378,6
cg11564601,3
cg12743638,4
cg13370427,1
cg14372705,6
cg15379633,7
cg16045423,4
cg17054759,2
cg18855195,4
cg19543968,1
cg19558972,2
cg19713460,7
cg19800640,6
cg19855470,0
cg21401457,2
cg21445911,6
cg24435209,4
cg26169700,4
